user_id,name,email,phone,signup_date,city_id,device_type,preferred_payment_mode,wallet_balance,referral_code,referred_by_user_id,rating,is_active,total_rides,last_ride_date
USR001593,Tara Agrawal,tara.agrawal91@infosys.com,1253251218,2021-05-30,CHN,Android,Wallet,106.54,REF3774JR,,4.62,1,7,2024-10-16
USR001594,Nilima Ravi,nilimaravi@gmail.com,6538395716,2022-04-09,LKO,iOS,Wallet,69.26,REF0822ZE,USR001077,4.5,1,7,2026-07-11
USR001595,Akshay Gulati,akshaygulati2000@infosys.com,7037808866,2023-10-23,KOL,Android,Cash,353.94,REF4682GX,,3.75,1,12,2025-11-01
USR001596,Yutika Keer,yutika.keer@icloud.com,2674876296,2022-07-07,MUM,Android,Credit Card,421.77,REF9320FZ,USR000017,4.34,1,9,2025-09-18
USR001597,Megha Nadig,meghanadig@gmail.com,6541982817,2026-01-16,JAI,iOS,Credit Card,448.65,REF5074RR,USR001454,5.0,1,5,2026-05-01
USR001598,Banjeet Hari,banjeethari1987@gmail.com,0262693032,2021-03-29,CHN,iOS,Cash,132.92,REF9477KW,,3.75,1,9,2022-12-12
USR001599,Wyatt Anne,wyatt_anne1996@infosys.com,6351685224,2021-10-17,PUNE,Android,Credit Card,54.21,REF6452XC,,4.99,1,13,2022-12-08
USR001600,Ryan Subramaniam,ryan.subramaniam@gmail.com,6693327633,2022-11-09,LKO,iOS,Wallet,54.29,REF7675HI,,4.1,1,8,2025-12-20
USR001601,Nathaniel Venkatesh,nathaniel.venkatesh70@gmail.com,7225931033,2023-01-09,JAI,iOS,Credit Card,116.01,REF4228WS,USR000671,4.81,1,9,2025-03-31
USR001602,Lucky Johal,lucky_johal@outlook.com,0433331883,2022-08-31,BLR,Android,Wallet,131.61,REF7008SL,USR001374,3.6,0,5,2023-06-04
USR001603,Joshua Parsa,joshuaparsa1992@gmail.com,7371985176,2024-09-05,MUM,Android,Debit Card,210.24,REF8456OX,USR000924,3.82,1,11,2026-04-21
USR001604,Chakrika Pingle,chakrika.pingle1982@wipro.com,1578379264,2025-06-09,PUNE,Android,Cash,104.4,REF9680PO,,4.01,1,8,2025-12-21
USR001605,Priya Vig,priya.vig30@gmail.com,2883903979,2023-06-17,CHN,Android,Wallet,76.95,REF0532OC,USR000077,4.38,1,5,2025-02-24
USR001606,Kashish Bajaj,kashish.bajaj@tcs.com,8596551025,2025-07-28,JAI,iOS,Wallet,333.59,REF9783RN,,4.63,1,7,2025-10-28
USR001607,Balhaar Rau,balhaar.rau@yahoo.com,6714998632,2024-07-01,HYD,Android,Credit Card,282.4,REF0666VP,USR000677,4.09,1,4,2025-08-15
USR001608,Vihaan Wable,vihaan_wable47@rediffmail.com,7622155963,2023-04-17,AMD,iOS,UPI,276.97,REF8959FU,,4.43,1,10,2023-12-24
USR001609,Aarini Nayar,aarini.nayar@yahoo.com,9554656531,2023-09-07,LKO,iOS,Debit Card,135.28,REF7439RA,USR001533,3.78,1,5,2024-01-01
USR001610,Mason Chand,mason.chand1984@outlook.com,6632567322,2024-02-13,CHN,iOS,Credit Card,54.61,REF7087NC,USR000444,3.97,1,12,2024-11-16
USR001611,Dhruv Sandhu,dhruv.sandhu38@gmail.com,1090488660,2026-04-23,LKO,Android,UPI,152.49,REF3487RK,,3.3,1,9,2026-05-13
USR001612,Rudra Singh,rudra_singh2000@icloud.com,1760909371,2025-12-05,KOL,iOS,Cash,94.75,REF7326TT,,4.44,1,8,2026-06-21
USR001613,Inaya Swaminathan,inaya_swaminathan7@wipro.com,9447338780,2022-06-18,KOL,Android,Cash,115.32,REF6458GA,,4.54,1,11,2025-10-30
USR001614,Lopa Sarkar,lopa.sarkar1990@gmail.com,7847719888,2024-01-05,AMD,Android,Wallet,66.66,REF5289BQ,,3.87,1,6,2024-12-17
USR001615,Neha Trivedi,nehatrivedi@icloud.com,0625023089,2024-04-12,PUNE,iOS,Wallet,338.31,REF3743QW,,4.65,1,7,2025-01-25
USR001616,Alka Kapadia,alka_kapadia@hdfcbank.com,8695212156,2022-01-20,AMD,Android,Credit Card,264.66,REF9646ZM,USR000174,4.62,1,10,2022-07-15
USR001617,Shaurya Narayanan,shaurya_narayanan@wipro.com,6604903764,2024-11-10,JAI,iOS,Cash,44.87,REF0387EA,USR000152,3.31,1,9,2026-02-18
USR001618,Finn Sandhu,finn.sandhu1990@gmail.com,5039655868,2024-05-10,BLR,iOS,UPI,295.54,REF7476VL,,4.49,1,11,2026-02-03
USR001619,Dipta Verma,dipta_verma@hotmail.com,2866013855,2021-12-20,BLR,Android,Wallet,85.54,REF1900YT,,4.98,1,3,2026-03-01
USR001620,Reyansh Venkataraman,reyanshvenkataraman@hdfcbank.com,2457181580,2021-11-03,BLR,Android,Wallet,96.61,REF0029VY,USR001391,4.37,1,11,2023-08-21
USR001621,Ranveer Rattan,ranveer.rattan1996@icloud.com,1919396871,2024-11-18,JAI,Android,Credit Card,231.57,REF6194MK,,3.8,1,3,2025-09-15
USR001622,Deepa Divan,deepadivan1992@wipro.com,0719612933,2024-04-03,PUNE,Android,Debit Card,116.9,REF8671EA,,5.0,1,14,2026-07-05
USR001623,Krishna Basak,krishna_basak@gmail.com,7177588562,2024-06-07,PUNE,Android,Wallet,135.99,REF2134KW,,4.21,1,11,2026-03-07
USR001624,Ekansh Golla,ekansh.golla@gmail.com,0695165712,2024-05-09,PUNE,iOS,Credit Card,233.74,REF7480YZ,USR000927,3.84,1,7,2025-09-30
USR001625,Finn Dara,finndara1984@outlook.com,3302559879,2025-12-20,KOL,iOS,Cash,55.54,REF1186DP,USR001239,3.79,0,10,2026-01-23
USR001626,Harita Sani,harita_sani@icloud.com,1968045052,2022-10-23,KOL,Android,UPI,173.44,REF2062OH,USR000651,4.55,1,5,2024-07-30
USR001627,Abeer Venkataraman,abeer.venkataraman@hotmail.com,8044608197,2025-07-22,BLR,iOS,Credit Card,104.33,REF1120NY,,4.97,1,4,2025-12-20
USR001628,Eshana Lall,eshanalall@gmail.com,6095806274,2024-06-30,JAI,Android,Cash,107.3,REF1408PR,,4.69,1,9,2025-01-15
USR001629,Banjeet Sur,banjeet.sur1991@outlook.com,1429049577,2023-12-31,HYD,Android,UPI,218.46,REF5669JO,,3.52,1,7,2024-03-25
USR001630,Suhani Ravi,suhani_ravi@infosys.com,5301647286,2026-02-11,MUM,iOS,Cash,229.07,REF6253RW,USR000892,3.94,1,7,2026-06-30
USR001631,Krish Ram,krishram1@gmail.com,1166286603,2022-11-01,CHN,Android,Wallet,83.58,REF1746HU,,4.3,1,13,2024-07-18
USR001632,Nitara Subramanian,nitarasubramanian50@outlook.com,6277402157,2023-10-27,AMD,iOS,Cash,224.64,REF4982RZ,,4.02,1,6,2026-02-24
USR001633,Praneel Jain,praneel.jain1984@rediffmail.com,0085894961,2023-03-29,CHN,Android,Cash,152.6,REF2312UJ,,3.9,1,4,2023-12-18
USR001634,Abhiram Parsa,abhiram_parsa@outlook.com,3184560599,2022-01-02,MUM,Android,Credit Card,667.73,REF7215DV,USR001414,4.33,0,7,2022-05-12
USR001635,Abeer Chada,abeer_chada1999@infosys.com,3141408783,2026-04-05,JAI,Android,UPI,80.32,REF3423JI,,4.61,1,8,2026-06-22
USR001636,Daksha Bath,daksha.bath29@rediffmail.com,,2024-11-15,JAI,Android,Credit Card,147.65,REF4377LW,,4.32,0,11,2025-06-06
USR001637,George Kalla,george_kalla@hotmail.com,1810096242,2024-11-10,BLR,Android,UPI,289.46,REF2116HJ,USR000403,5.0,1,10,2025-04-24
USR001638,Teerth Natarajan,,4526348882,2022-10-31,BLR,iOS,Credit Card,64.65,REF6578XN,,4.28,1,9,2024-02-24
USR001639,Kabir Nagy,kabir_nagy1997@rediffmail.com,7882805034,2024-11-12,BLR,iOS,Cash,175.95,REF3725TS,USR001595,4.48,1,14,2026-06-13
USR001640,Yasti Sodhi,yasti_sodhi@yahoo.com,6766608288,2023-07-26,KOL,Android,Credit Card,125.05,REF5538VH,USR001139,4.52,1,5,2024-09-21
USR001641,Christopher Sodhi,christopher_sodhi23@gmail.com,6859315262,2023-04-15,MUM,iOS,UPI,95.61,REF7458CF,,4.64,1,5,2026-04-29
USR001642,Adya Kannan,adya.kannan1987@infosys.com,1445299645,2024-02-05,CHN,Android,UPI,60.73,REF1074TF,,5.0,1,6,2024-08-17
USR001643,Gunbir Das,gunbir.das68@hdfcbank.com,4972969701,2024-10-10,JAI,Android,Debit Card,72.4,REF7443NE,,4.18,1,6,2026-01-25
USR001644,Watika Patla,watikapatla1991@gmail.com,,2025-02-16,DEL,iOS,Wallet,55.5,REF0034OS,,4.5,1,9,2025-05-24
USR001645,Vamakshi Vala,vamakshi_vala1994@hdfcbank.com,5992794376,2026-01-15,JAI,Android,Debit Card,118.45,REF8586OE,USR000154,4.09,1,17,2026-06-23
USR001646,Shivansh Kala,shivanshkala1985@wipro.com,,2026-06-10,LKO,iOS,Cash,27.07,REF3827SL,,4.48,1,8,2026-06-25
USR001647,Aishani Baria,aishanibaria@gmail.com,3148368747,2025-01-06,BLR,iOS,Wallet,197.07,REF1222OM,,3.89,1,9,2026-02-18
USR001648,Neha Rajan,neharajan2@hdfcbank.com,0762282128,2022-02-23,CHN,Android,Debit Card,73.9,REF7740DB,,3.67,1,12,2025-07-10
USR001649,Vasana Lal,vasanalal39@infosys.com,3933045969,2021-10-07,LKO,Android,Wallet,135.58,REF2193GA,USR000974,4.42,1,11,2022-07-26
USR001650,Anjali Pandey,anjali_pandey1991@infosys.com,4435849811,2023-09-20,DEL,Android,Cash,64.25,REF2066QZ,,5.0,1,11,2026-04-13
USR001651,Pratyush Dani,pratyush_dani15@yahoo.com,8170483648,2022-08-06,KOL,iOS,UPI,134.49,REF8465GJ,,4.46,1,11,2023-09-06
USR001652,Kashish Kuruvilla,kashishkuruvilla69@outlook.com,7931363659,2023-07-28,JAI,iOS,Credit Card,21.08,REF1165LW,,3.82,1,6,2024-03-02
USR001653,Vamakshi Sura,vamakshi.sura@icloud.com,8613417491,2025-06-11,LKO,Android,Cash,99.87,REF7276DB,,3.55,1,7,2025-06-16
USR001654,Praneel Sankaran,praneel_sankaran@gmail.com,9907615001,2023-03-31,CHN,Android,UPI,250.89,REF9538BJ,,4.02,1,12,2024-03-31
USR001655,Aadi Morar,aadi.morar1999@icloud.com,4792149901,2024-01-11,LKO,Android,UPI,209.44,REF1139GV,,4.81,1,7,2024-11-18
USR001656,Triveni Badami,triveni_badami@gmail.com,5738067996,2025-10-17,MUM,iOS,Wallet,124.17,REF0861ZY,,4.68,0,9,2026-02-15
USR001657,Jagat Bath,jagat_bath@tcs.com,6432058699,2024-10-23,PUNE,iOS,Wallet,446.46,REF7367LC,USR001595,4.81,1,6,2026-06-25
USR001658,Januja Pathak,janujapathak1995@gmail.com,7701154917,2024-03-03,HYD,iOS,Cash,31.96,REF7245NE,,4.22,1,9,2024-12-29
USR001659,Yashoda Oak,yashoda.oak1991@gmail.com,8610859735,2023-12-24,AMD,Android,Wallet,160.85,REF7326AL,,3.88,0,10,2026-03-25
USR001660,Nirja Mahal,nirja_mahal55@hotmail.com,6327676596,2022-07-10,CHN,iOS,Debit Card,446.87,REF8679SN,USR001220,4.37,1,9,2022-10-06
USR001661,Lekha Lad,lekhalad77@gmail.com,5347450240,2026-04-10,DEL,iOS,Credit Card,170.4,REF4587PV,,4.72,0,5,2026-04-26
USR001662,Anjali Viswanathan,anjaliviswanathan85@gmail.com,4503754807,2023-05-22,BLR,Android,Credit Card,33.78,REF5377KM,USR000017,4.86,1,4,2025-03-31
USR001663,Kamya Rau,kamya_rau@yahoo.com,3696480407,2022-09-22,AMD,iOS,Debit Card,191.45,REF8053IN,,4.23,1,12,2024-07-19
USR001664,Indira Agarwal,indira.agarwal2002@gmail.com,,2022-10-03,DEL,iOS,UPI,174.46,REF3730ZR,,3.85,1,13,2024-05-13
USR001665,Chakradev Dhaliwal,chakradev.dhaliwal1984@icloud.com,8796334674,2022-05-26,KOL,Android,Credit Card,32.94,REF6324BU,,5.0,1,9,2022-10-12
USR001666,Tejas Deshpande,tejas_deshpande1985@wipro.com,7415920941,2023-05-22,CHN,Android,Cash,198.85,REF6466VC,,4.45,1,4,2025-03-09
USR001667,Chaitanya Subramanian,chaitanya.subramanian@hotmail.com,6484977973,2024-10-27,PUNE,Android,Debit Card,102.45,REF0102OF,USR000237,3.7,1,9,2026-03-25
USR001668,Zayan Kale,zayan_kale30@wipro.com,7893505260,2023-12-20,DEL,iOS,Debit Card,391.5,REF8330BF,,4.22,1,5,2024-09-09
USR001669,Rachita Singhal,rachita.singhal60@infosys.com,1292361391,2025-05-01,BLR,iOS,Wallet,186.3,REF2706HE,,4.32,1,10,2026-05-10
USR001670,Harsh Johal,harshjohal@yahoo.com,7058079106,2025-07-09,LKO,iOS,Credit Card,35.27,REF2377QX,USR001236,3.56,0,11,2025-10-21
USR001671,Balendra Sha,balendrasha@tcs.com,8483034857,2022-03-22,KOL,Android,UPI,155.09,REF5106RC,,5.0,1,11,2023-07-25
USR001672,Bishakha Lala,bishakha_lala@hotmail.com,0903178836,2024-01-01,BLR,Android,Debit Card,280.04,REF3654SR,,4.27,1,4,2025-05-06
USR001673,Yadavi Loke,yadavi_loke94@tcs.com,8959303207,2022-10-04,BLR,Android,Wallet,123.9,REF4316FV,,4.25,1,8,2025-01-17
USR001674,Jeet Pathak,jeet_pathak1982@icloud.com,9996633092,2023-11-15,LKO,Android,Debit Card,279.72,REF5605JB,,5.0,1,5,2025-03-18
USR001675,Ayushman Sarraf,ayushman.sarraf1999@outlook.com,2732012953,2023-02-15,BLR,iOS,Cash,100.14,REF3565QA,,4.44,1,4,2024-11-11
USR001676,Sai Brar,,2048109305,2024-07-12,KOL,iOS,Debit Card,485.96,REF1850BS,USR001204,4.18,1,5,2026-02-20
USR001677,Sachi Sunder,sachisunder@gmail.com,2455381518,2021-04-09,JAI,iOS,Wallet,47.37,REF4847NH,USR000035,4.28,1,10,2024-04-01
USR001678,Rajeshri Maharaj,rajeshrimaharaj2004@outlook.com,8525576881,2024-01-12,LKO,iOS,Cash,106.14,REF2723WG,USR000589,4.41,1,5,2024-07-04
USR001679,Pallavi Narasimhan,pallavi_narasimhan2000@infosys.com,6150488491,2026-04-08,LKO,iOS,Cash,49.45,REF5590PD,,4.0,1,14,2026-04-29
USR001680,Bhavya Ray,bhavyaray1999@wipro.com,0769555935,2023-12-01,BLR,Android,Cash,179.88,REF5089IP,USR000294,4.34,1,8,2024-02-12
USR001681,Michael Sekhon,michael_sekhon@hotmail.com,7774592541,2025-09-14,MUM,Android,Debit Card,114.75,REF5881DG,,4.32,1,5,2025-12-19
USR001682,Vasudha Singhal,vasudha_singhal@tcs.com,4559484967,2023-12-20,CHN,iOS,Debit Card,41.63,REF2387JS,,4.33,1,11,2026-03-07
USR001683,Oviya Suresh,oviya_suresh@infosys.com,9350276749,2026-07-05,JAI,Android,UPI,103.62,REF4166IM,USR000446,5.0,1,6,2026-07-05
USR001684,Vritti Divan,vritti.divan2005@wipro.com,1451341700,2026-07-13,AMD,Android,Debit Card,21.77,REF0641YJ,,4.45,1,14,2026-07-18
USR001685,Ira Parekh,iraparekh1993@yahoo.com,1683357668,2026-06-02,LKO,Android,UPI,66.85,REF5455JP,,3.88,0,6,2026-07-08
USR001686,Gavin Balan,gavin_balan1980@hotmail.com,1715578521,2025-06-05,PUNE,Android,Debit Card,26.59,REF0895WA,,4.09,1,6,2026-03-07
USR001687,Chakradhar Kibe,chakradharkibe17@outlook.com,9888501055,2024-10-10,KOL,Android,UPI,96.99,REF9793OZ,USR000494,4.17,0,3,2026-05-31
USR001688,Samarth Ghose,samarth_ghose@tcs.com,0093339637,2025-11-09,PUNE,iOS,UPI,71.36,REF8391FG,USR000874,4.32,1,9,2025-11-19
USR001689,Sara Venkataraman,sara_venkataraman1990@tcs.com,9384478167,2021-03-29,CHN,iOS,UPI,186.4,REF9020QQ,,3.96,1,7,2022-12-02
USR001690,Viraj Mistry,virajmistry32@yahoo.com,6647426440,2023-02-16,KOL,Android,Wallet,61.54,REF6634ZI,USR001414,3.78,1,9,2025-01-30
USR001691,Warda Saraf,warda_saraf1991@outlook.com,5818774499,2021-05-04,DEL,iOS,Cash,83.09,REF4783XR,,4.16,1,9,2026-03-28
USR001692,Damini Kurian,damini_kurian@gmail.com,9531556642,2022-05-20,MUM,iOS,Wallet,157.97,REF2468CQ,,3.77,1,12,2023-09-22
USR001693,Advay Prashad,advay.prashad1997@rediffmail.com,6811822923,2022-05-20,KOL,Android,Credit Card,35.16,REF3940JO,,4.32,1,13,2023-09-23
USR001694,Charles Kara,charles_kara@hdfcbank.com,8406138674,2024-08-24,KOL,iOS,UPI,75.65,REF2468FI,,4.53,1,13,2025-05-06
USR001695,Forum Narang,forum.narang1997@outlook.com,5786800551,2021-06-06,DEL,Android,Cash,74.97,REF8578PD,,5.0,1,7,2024-01-07
USR001696,Aishani Kala,aishani.kala@icloud.com,0561465344,2022-06-28,DEL,iOS,UPI,162.6,REF2676QO,USR001371,4.64,1,6,2025-08-18
USR001697,Saanvi Krishna,saanvikrishna30@yahoo.com,0351919850,2023-05-15,BLR,Android,Debit Card,66.38,REF2004JF,,3.55,1,8,2024-11-19
USR001698,Ekaja Bawa,ekajabawa2000@gmail.com,2987663279,2024-03-24,KOL,Android,Wallet,144.71,REF5651PO,,4.54,1,6,2024-12-15
USR001699,Aarav Ratti,aarav_ratti@hotmail.com,7005229184,2021-12-21,JAI,iOS,Cash,224.56,REF0423NJ,,4.36,1,12,2026-04-06
USR001700,Ansh Nath,anshnath@rediffmail.com,5996114358,2026-01-03,AMD,Android,Wallet,52.19,REF5749XA,USR000545,4.68,0,7,2026-02-22
USR001701,Jeevika Dasgupta,jeevika.dasgupta@tcs.com,0922168974,2025-08-08,CHN,Android,Credit Card,117.25,REF3040OE,,4.39,1,8,2025-11-22
USR001702,Mohammed Bassi,mohammed.bassi@infosys.com,,2024-08-28,PUNE,Android,Credit Card,95.74,REF5371SC,USR000582,4.55,1,8,2025-12-27
USR001703,Yuvraj Chahal,yuvraj.chahal51@outlook.com,5602336165,2026-02-14,MUM,iOS,Credit Card,253.62,REF4319IC,,4.99,1,10,2026-06-01
USR001704,Sudiksha Nanda,sudiksha.nanda1981@wipro.com,7203670275,2026-06-10,DEL,iOS,UPI,66.42,REF5806WJ,,3.73,1,5,2026-06-20
USR001705,Vinaya Barman,vinaya_barman1998@outlook.com,7112181679,2023-08-04,BLR,Android,Debit Card,63.72,REF1005VR,,4.05,0,8,2023-12-17
USR001706,Victor Kashyap,victor.kashyap1995@infosys.com,4951657079,2022-03-17,BLR,iOS,Debit Card,168.0,REF3235ZY,,4.04,1,12,2023-07-21
USR001707,Azad Divan,azaddivan1984@rediffmail.com,6855190204,2026-05-10,BLR,Android,Debit Card,224.07,REF4321TH,,3.59,0,7,2026-07-08
USR001708,Diya Chaudhari,diya.chaudhari@outlook.com,4653363305,2025-11-08,LKO,iOS,Credit Card,124.89,REF1154IG,USR000765,3.91,1,5,2025-11-28
USR001709,Aarnav Zachariah,aarnavzachariah1983@rediffmail.com,3770217047,2024-11-22,HYD,Android,Wallet,148.68,REF7543DS,USR001093,4.02,0,6,2025-01-13
USR001710,Udarsh Kala,udarsh.kala5@yahoo.com,5681769750,2023-08-31,DEL,Android,Cash,138.88,REF0125TS,,3.44,0,14,2024-08-12
USR001711,Azaan Biswas,azaan.biswas2@icloud.com,1698331793,2025-07-02,KOL,Android,UPI,90.7,REF5917VP,,5.0,1,7,2025-10-10
USR001712,Charita Bassi,charita.bassi1986@icloud.com,2593570765,2021-03-03,DEL,Android,Wallet,371.8,REF6470HM,USR000684,4.33,1,5,2026-07-11
USR001713,Ekani Sandal,ekani.sandal96@gmail.com,9260261186,2025-03-22,DEL,iOS,Credit Card,160.03,REF0946LA,USR000224,4.31,1,7,2025-07-04
USR001714,Rajata Aggarwal,rajata_aggarwal@icloud.com,0817003276,2023-10-13,BLR,Android,UPI,129.29,REF8010MY,USR001687,4.28,1,14,2024-06-28
USR001715,Udyati Swaminathan,udyati.swaminathan19@outlook.com,9726821195,2021-12-09,JAI,Android,Wallet,308.95,REF2805ZQ,,4.29,1,9,2024-06-27
USR001716,Shivani Jain,shivani.jain@gmail.com,9192205135,2026-03-22,BLR,Android,Debit Card,100.27,REF6964BB,USR001327,4.17,0,12,2026-05-11
USR001717,Indira Basu,indira.basu@yahoo.com,6748673581,2026-02-15,DEL,iOS,Debit Card,120.09,REF6397ZS,,4.32,1,10,2026-06-09
USR001718,Yashodhara Sengupta,yashodharasengupta2003@gmail.com,3599584383,2023-05-12,PUNE,iOS,UPI,140.0,REF8217UF,USR000268,4.08,1,6,2025-12-30
USR001719,Peter Panchal,peter_panchal@gmail.com,3064691267,2024-10-18,BLR,iOS,Debit Card,56.26,REF5699LE,,4.69,1,10,2025-10-20
USR001720,Shivansh Pingle,shivanshpingle2003@tcs.com,3878305682,2021-08-15,PUNE,Android,Credit Card,104.65,REF1919AL,,4.04,1,6,2024-08-25
USR001721,Pranav Sampath,pranav.sampath1996@outlook.com,4874781128,2022-06-07,AMD,iOS,Cash,52.06,REF8753PV,,4.93,1,13,2023-02-21
USR001722,Jason Seth,jason.seth74@outlook.com,2931778650,2022-06-15,DEL,Android,Wallet,78.8,REF2699MS,,4.27,1,9,2025-07-30
USR001723,Diya Nanda,diyananda99@infosys.com,1743124345,2024-03-07,BLR,Android,Wallet,19.24,REF3947XW,,4.55,1,10,2024-04-27
USR001724,Ganga Talwar,ganga_talwar1981@gmail.com,7209480369,2024-07-04,BLR,Android,Debit Card,130.37,REF3538SE,,3.91,1,5,2025-04-15
USR001725,Ronith Iyengar,,7088550694,2024-03-21,JAI,iOS,Debit Card,28.22,REF5756LN,USR000384,5.0,1,6,2024-08-19
USR001726,Ekansh Babu,,7493549210,2021-12-07,HYD,iOS,Credit Card,175.96,REF3944ZG,,4.52,1,4,2023-12-12
USR001727,Ishaan Kala,ishaankala@infosys.com,7538481115,2022-03-23,DEL,Android,UPI,120.44,REF1818IO,USR001063,4.48,1,12,2024-05-02
USR001728,Chatresh Chanda,chatresh.chanda1998@wipro.com,2455462021,2021-01-10,DEL,Android,UPI,134.9,REF7034DX,USR000832,5.0,0,8,2025-07-02
USR001729,Maanas Krish,maanaskrish1994@hdfcbank.com,7343466095,2022-04-27,BLR,iOS,Credit Card,172.12,REF3546NT,,4.4,1,6,2026-06-24
USR001730,Faraj Behl,farajbehl55@rediffmail.com,6352141202,2023-03-07,DEL,iOS,Debit Card,182.98,REF4700AD,,3.88,1,6,2023-08-22
USR001731,Leela Varkey,leela_varkey1983@gmail.com,4185413336,2021-04-14,DEL,iOS,Credit Card,92.52,REF2417VZ,USR000244,4.93,0,3,2026-04-11
USR001732,Falguni Sankar,falguni_sankar@wipro.com,9157829052,2024-09-18,LKO,iOS,Debit Card,457.52,REF6502HV,,3.78,1,6,2025-02-09
USR001733,Harshil Mandal,harshil_mandal1992@infosys.com,4814140138,2025-10-03,DEL,Android,Debit Card,44.88,REF4922FL,USR001562,4.91,1,12,2026-02-02
USR001734,Bhavani Ganguly,bhavaniganguly1988@hdfcbank.com,,2022-08-04,LKO,iOS,Wallet,104.13,REF5699ML,,4.34,1,7,2023-06-03
USR001735,Hritik Seshadri,hritik_seshadri1@gmail.com,9844698886,2021-10-13,JAI,Android,Cash,100.45,REF6520HK,USR000283,4.26,1,12,2025-06-10
USR001736,Ubika Grover,ubika_grover82@outlook.com,5916449153,2022-12-11,JAI,Android,Wallet,53.41,REF6594IE,USR000666,5.0,1,9,2023-09-15
USR001737,David Varughese,davidvarughese1997@hotmail.com,5682342840,2026-03-21,HYD,iOS,Wallet,298.3,REF2180GG,USR000604,4.92,1,8,2026-04-01
USR001738,Finn Kibe,,3423867077,2021-08-26,KOL,Android,Credit Card,241.24,REF2246LZ,,4.53,1,3,2023-06-27
USR001739,Wakeeta Sandhu,wakeeta_sandhu@gmail.com,8772107524,2026-01-02,KOL,Android,UPI,99.29,REF6042NU,USR001233,4.03,1,9,2026-02-15
USR001740,Elijah Bahl,elijah.bahl2003@rediffmail.com,2542654168,2023-12-06,BLR,iOS,UPI,416.76,REF0033SC,USR001482,3.4,1,8,2026-05-24
USR001741,Eiravati Goyal,eiravati_goyal56@yahoo.com,2893632786,2021-07-03,BLR,Android,Debit Card,119.44,REF9392FB,,4.83,1,1,2025-07-06
USR001742,Indira Shan,indira_shan1987@outlook.com,9593116992,2025-04-30,CHN,iOS,Wallet,226.96,REF8070RL,,4.34,1,9,2025-10-03
USR001743,Dakshesh Pal,daksheshpal27@icloud.com,7508849499,2026-06-03,DEL,Android,Cash,225.73,REF1353TT,USR000485,4.63,1,12,2026-06-03
USR001744,Oeshi Dass,oeshi.dass@hdfcbank.com,5951948454,2022-06-16,HYD,iOS,Cash,38.49,REF9635DY,,4.13,1,14,2022-12-03
USR001745,Rohan Gulati,rohangulati1991@rediffmail.com,5419635110,2025-08-19,AMD,Android,Wallet,39.15,REF2259VV,,5.0,1,11,2025-08-20
USR001746,Pushti Karnik,pushtikarnik57@infosys.com,5041737223,2025-10-19,BLR,iOS,UPI,93.69,REF9674VG,,4.66,1,7,2026-06-02
USR001747,Balveer Issac,balveer.issac1989@infosys.com,2817189935,2023-08-15,MUM,Android,Cash,161.6,REF4267GY,USR000426,4.04,0,10,2025-08-24
USR001748,Ridhi Nadig,ridhi_nadig1993@rediffmail.com,1149331088,2022-09-10,BLR,Android,Credit Card,365.24,REF4752HE,,5.0,1,7,2024-03-19
USR001749,Aashi Bal,aashibal@hotmail.com,8036485100,2026-04-25,MUM,Android,UPI,242.83,REF6230BU,,4.15,1,11,2026-07-15
USR001750,Arjun Chahal,arjun.chahal@wipro.com,4616878732,2025-05-29,BLR,Android,Wallet,104.07,REF2182TE,,4.23,1,7,2025-10-17
USR001751,Shaurya Dave,shaurya_dave1990@infosys.com,7433442106,2023-10-07,HYD,Android,Cash,231.88,REF1499KE,USR000511,4.14,1,10,2023-10-09
USR001752,Dominic Arora,dominic.arora52@gmail.com,3555794207,2023-10-22,JAI,Android,UPI,176.9,REF5100SZ,,4.73,1,11,2024-07-31
USR001753,Kalpit Chada,kalpitchada1982@gmail.com,9898787767,2021-07-21,MUM,Android,Credit Card,122.14,REF2239WB,USR001670,4.16,1,11,2026-06-23
USR001754,Faraj Dave,faraj.dave@hdfcbank.com,8939720487,2021-03-02,MUM,iOS,UPI,158.77,REF7513GE,,4.61,1,5,2025-05-03
USR001755,Eiravati Om,eiravati.om14@tcs.com,3418807964,2025-11-22,JAI,iOS,UPI,114.88,REF3045HL,,3.04,1,12,2026-01-12
USR001756,Yashvi Narula,yashvi_narula@hdfcbank.com,5362054493,2024-06-29,LKO,Android,UPI,135.07,REF0315FZ,USR000566,4.53,1,5,2024-08-01
USR001757,Zayan Balasubramanian,zayan_balasubramanian20@wipro.com,6702071537,2021-07-22,LKO,iOS,Cash,50.47,REF3927FR,,5.0,1,10,2025-12-06
USR001758,Ijaya Nayar,ijayanayar@wipro.com,0789677888,2026-06-26,DEL,iOS,UPI,71.34,REF8420RW,,3.74,1,8,2026-07-05
USR001759,Tamanna Dey,,4711246175,2022-02-26,AMD,iOS,Credit Card,105.08,REF9221WC,,3.25,1,6,2023-01-31
USR001760,Prisha Rege,prisha.rege92@gmail.com,4426244704,2024-02-18,JAI,iOS,Cash,106.19,REF7804GB,,4.65,1,9,2025-06-14
USR001761,Jacob Thakkar,jacob.thakkar1986@infosys.com,3257044307,2021-08-05,KOL,Android,Cash,44.8,REF9867FH,,4.53,1,5,2022-03-20
USR001762,Aahana Bhasin,aahana.bhasin6@tcs.com,8177998992,2024-04-19,KOL,iOS,Wallet,263.67,REF3246QB,,4.74,1,10,2024-08-20
