driver_id,name,phone,city_id,join_date,license_number,vehicle_id,linked_user_id,rating,total_rides_completed,is_active,background_check_status,weekly_hours_online,acceptance_rate,cancellation_rate
DRV00398,Deepa Dora,4655286205,AMD,2023-08-06,TX8450204740,VEH00398,,5.0,543,1,Verified,66.9,82.9,5.9
DRV00399,Ayushman Tank,4950050702,HYD,2021-11-14,FU0571297826,VEH00399,USR000639,5.0,533,0,Verified,50.6,94.7,4.3
DRV00400,Vedhika Srinivas,6016569908,AMD,2025-08-27,NH4819356076,VEH00400,,3.95,368,1,Verified,40.7,94.2,8.2
DRV00401,Nachiket Kalla,7767323069,KOL,2024-08-22,RO9954935791,VEH00401,,4.75,1005,1,Verified,47.3,86.1,5.2
DRV00402,Dayita Bail,6673564552,HYD,2022-12-18,ZY6302188842,VEH00402,,4.77,505,1,Pending,15.0,83.8,13.6
DRV00403,Theodore Krishna,2059420805,LKO,2025-05-09,SL4953630918,VEH00403,,4.28,818,1,Verified,38.6,83.9,11.7
DRV00404,Pallavi Anand,5369209269,HYD,2021-10-28,RU2734341014,VEH00404,,4.48,1221,1,Verified,55.2,76.0,4.0
DRV00405,Sneha Mani,5824069712,CHN,2024-09-24,TD0551421266,VEH00405,,4.01,523,0,Verified,37.8,78.4,2.6
DRV00406,Shivansh Dhingra,4942221660,MUM,2022-05-27,YT1507958876,VEH00406,USR002912,4.53,1783,1,Verified,47.2,90.7,2.7
DRV00407,Hemani Padmanabhan,1537341993,MUM,2024-06-20,VY1973337384,VEH00407,,3.74,417,1,Verified,40.4,74.6,0.7
DRV00408,Meera Shankar,6834879038,MUM,2022-12-15,XE6747449037,VEH00408,,3.76,638,1,Verified,42.3,82.8,12.1
DRV00409,Jacob Chaudhary,9538917147,AMD,2021-11-24,HJ8089033721,VEH00409,,4.39,269,1,Verified,53.9,94.7,9.3
DRV00410,Tanish Bhalla,3012285757,PUNE,2025-01-15,KD8084510026,VEH00410,,4.77,1565,0,Verified,80.0,89.2,10.6
DRV00411,Jack Varkey,2729815608,KOL,2024-05-13,IK7260410438,VEH00411,,3.58,502,1,Verified,40.6,84.0,5.9
DRV00412,Shaurya Pandey,1544268490,LKO,2022-11-15,JS4129045615,VEH00412,,4.43,1205,1,Verified,45.3,91.8,1.2
DRV00413,Krisha Dada,3161481566,HYD,2023-10-25,CB3602698595,VEH00413,,4.63,1221,1,Verified,45.2,88.4,9.0
DRV00414,Balvan Dubey,5214946798,BLR,2022-12-20,OC7047943880,VEH00414,,3.97,855,1,Verified,68.5,95.6,10.5
DRV00415,Jackson Dora,6178819190,LKO,2024-04-30,BS1537122478,VEH00415,,3.38,1114,1,Verified,68.7,90.7,12.4
DRV00416,Yashawini Pradhan,2728781503,DEL,2020-12-11,WL6128338869,VEH00416,,4.51,483,1,Verified,62.6,96.6,14.8
DRV00417,Meghana Kohli,7886019746,PUNE,2021-05-19,EQ7706165352,VEH00417,,5.0,1849,1,Rejected,56.1,94.6,2.2
DRV00418,Idika Verma,9272609046,HYD,2023-07-27,AV2889410515,VEH00418,,4.48,996,1,Pending,41.1,92.6,5.5
DRV00419,Gaurangi Chandra,2590597181,PUNE,2026-01-21,VM9656976292,VEH00419,,3.85,543,1,Verified,34.2,77.3,8.5
DRV00420,Yash Doctor,5475946223,DEL,2022-09-22,FZ6822240099,VEH00420,,4.72,293,1,Pending,47.1,98.9,4.8
DRV00421,Urvashi Narayan,2192657193,HYD,2020-11-26,QM6576458841,VEH00421,,4.3,355,1,Verified,70.4,77.7,8.6
DRV00422,Advaith Ray,7191054321,BLR,2023-01-23,AK6130363902,VEH00422,,4.79,896,1,Verified,52.9,75.7,9.8
DRV00423,Tanish Kunda,9245783648,KOL,2021-06-15,CX2025903678,VEH00423,,4.05,754,1,Verified,50.9,76.8,5.2
DRV00424,Qadim Dugal,8836350531,AMD,2023-01-31,ZV9567599342,VEH00424,,4.84,526,1,,35.7,79.3,8.3
DRV00425,Yashica Setty,4726486766,BLR,2024-05-10,BV1524777703,VEH00425,,5.0,851,1,Verified,68.4,74.1,2.0
DRV00426,Tripti Mukherjee,8700221948,HYD,2024-02-27,OA6747271061,VEH00426,,4.96,514,1,Verified,42.8,94.4,3.1
DRV00427,Aarush Patla,9194851761,BLR,2025-08-02,CP7413534661,VEH00427,,4.42,403,1,Verified,40.4,90.3,8.0
DRV00428,Isaiah Kade,8558665539,DEL,2024-06-16,IC7527858526,VEH00428,,3.95,374,1,Pending,42.2,80.0,6.0
DRV00429,Jeevika Upadhyay,3813396922,MUM,2023-11-18,XS1046385581,VEH00429,,4.18,403,1,Verified,51.6,79.2,12.8
DRV00430,Leena Narasimhan,8405359762,PUNE,2023-08-30,RZ0764699549,VEH00430,,4.13,716,1,Verified,61.4,83.4,12.0
DRV00431,Aarnav Contractor,7740107075,AMD,2021-05-10,VG7098343614,VEH00431,,5.0,430,1,Verified,41.8,77.1,5.9
DRV00432,Bimala Kaul,7209079861,AMD,2025-04-14,DP1815577921,VEH00432,,4.33,1566,1,Verified,38.8,91.1,9.2
DRV00433,Advaith Goda,8786520229,MUM,2023-08-16,KS0841805286,VEH00433,,4.32,292,1,Verified,69.6,77.8,13.5
DRV00434,Vedant Rege,2553241973,HYD,2021-04-17,OF3713123019,VEH00434,,5.0,373,0,,40.8,78.7,13.4
DRV00435,Amara Sanghvi,4907817560,BLR,2023-09-27,YS2486827276,VEH00435,,4.57,665,1,Verified,42.8,84.0,13.4
DRV00436,Radha Kala,4486573554,BLR,2021-07-24,ZP2707888348,VEH00436,,5.0,591,1,Verified,48.6,81.3,6.7
DRV00437,Meera Sachar,7196432868,BLR,2024-05-30,IO7247148805,VEH00437,,4.7,692,1,Verified,55.4,79.9,8.2
DRV00438,Oviya Nath,3255750778,CHN,2023-02-06,GB7301829807,VEH00438,,4.8,797,0,Verified,37.2,97.9,4.9
DRV00439,Raghav Reddy,5378058587,KOL,2020-12-25,WX9367988193,VEH00439,,5.0,763,1,Verified,23.7,76.0,7.5
DRV00440,Aachal Manda,0389344828,CHN,2021-04-25,SL2612356145,VEH00440,,4.24,265,0,Verified,53.6,88.4,7.6
DRV00441,Madhav Sane,2088287333,KOL,2021-06-03,WF9618356138,VEH00441,,4.33,880,1,Verified,36.6,83.4,9.8
DRV00442,Yagnesh Gole,3006936646,PUNE,2020-06-12,XZ7732015546,VEH00442,,4.77,818,0,Verified,53.6,97.5,7.5
DRV00443,Logan Bobal,3032688530,BLR,2023-08-05,WI3897602222,VEH00443,,4.54,515,0,Verified,34.2,92.8,1.8
DRV00444,Sudiksha Bhardwaj,7509054621,MUM,2025-05-02,DX6620253328,VEH00444,,4.8,1854,0,Verified,39.9,81.5,2.8
DRV00445,Azaan Grewal,1243440262,KOL,2023-09-25,AQ4438088813,VEH00445,,3.55,815,0,Verified,50.6,79.1,9.1
DRV00446,Orinder Bhalla,7941186473,AMD,2021-05-15,RM6159937904,VEH00446,,3.79,1106,1,Verified,70.1,89.8,11.3
DRV00447,Caleb Dani,7945961199,BLR,2024-11-30,TY9648462971,VEH00447,,4.67,329,1,Verified,35.2,94.1,1.3
DRV00448,Zarna Palla,9863806932,PUNE,2023-09-30,JP9525883606,VEH00448,,4.33,163,1,Verified,39.2,81.7,14.0
DRV00449,Praneel Jaggi,6965499954,BLR,2023-10-09,FM7474037051,VEH00449,,3.85,575,1,Verified,46.9,79.5,9.0
DRV00450,Chatura Agarwal,8136714710,HYD,2025-06-07,IX0978553914,VEH00450,,5.0,895,1,Verified,38.1,98.2,8.0
DRV00451,Mahika Sharma,4254944219,KOL,2024-06-14,RL6450819740,VEH00451,,5.0,632,1,Verified,28.0,86.5,10.1
DRV00452,Jhalak Master,2143965358,BLR,2022-09-09,EU0098028603,VEH00452,,4.56,250,1,Pending,67.2,84.9,9.2
DRV00453,Urmi Kalita,7518361235,MUM,2022-07-09,MR7835506183,VEH00453,,4.59,1056,1,Verified,40.1,70.5,12.0
DRV00454,Krishna Dhingra,6361655381,HYD,2026-06-26,IA1802544415,VEH00454,,4.23,837,1,Verified,60.3,80.2,13.0
DRV00455,Nandini Apte,5123211400,MUM,2024-12-28,BB8619138749,VEH00455,,4.47,871,1,Verified,55.0,89.9,3.7
DRV00456,Jai Lanka,5071460646,JAI,2021-09-13,RN5375133508,VEH00456,,3.66,659,1,Verified,55.4,82.6,2.9
DRV00457,Nathan Chaudhary,6681203990,KOL,2026-07-09,VV8990440699,VEH00457,,5.0,1635,1,Verified,21.4,96.0,2.9
DRV00458,Radha Kamdar,8819757793,BLR,2024-08-08,LB4573844266,VEH00458,,4.89,459,1,Verified,69.8,80.8,3.7
DRV00459,Aahana Srivastava,0027086091,DEL,2022-10-21,VI9020895974,VEH00459,,4.73,453,1,Verified,39.6,82.2,14.9
DRV00460,Gaurika Chada,0634620136,MUM,2022-09-04,KH8316467500,VEH00460,,4.72,600,1,Pending,17.4,80.4,3.5
DRV00461,Aishani Gour,8024396935,PUNE,2020-07-18,UX1254472013,VEH00461,,4.3,1057,1,Verified,50.6,75.4,2.0
DRV00462,Devika Rajagopal,6887886144,PUNE,2025-11-24,UG8523431148,VEH00462,,4.32,467,0,Verified,51.7,96.3,1.0
DRV00463,Ridhi Talwar,2543236912,LKO,2021-09-06,GP8337113790,VEH00463,,4.01,2591,0,Verified,71.0,92.1,1.7
DRV00464,Sanya Majumdar,1064682753,AMD,2020-08-27,YB0379191553,VEH00464,,4.57,600,1,Verified,42.6,94.8,4.5
DRV00465,Arunima Dave,4626714628,MUM,2023-04-25,SD4546289149,VEH00465,USR000453,4.16,316,1,Verified,46.4,71.1,3.7
DRV00466,Riya Mangal,4886630464,KOL,2022-01-12,RG0560620870,VEH00466,,4.73,721,1,Rejected,36.3,88.1,10.5
DRV00467,Keya Edwin,8753191516,CHN,2025-05-24,PY2137373696,VEH00467,,5.0,942,0,Verified,49.0,90.9,0.4
DRV00468,Ucchal Kade,1967466966,DEL,2020-10-24,GE5763327738,VEH00468,,4.94,1362,0,Verified,49.4,80.5,11.3
DRV00469,Oscar Thakur,6569173952,AMD,2022-03-11,FN9675688557,VEH00469,,3.9,306,1,Verified,17.4,80.6,11.5
DRV00470,Nidhi Sekhon,4921888779,JAI,2021-04-07,VP6330986567,VEH00470,,4.55,1411,1,Verified,53.8,97.7,12.6
DRV00471,Dominic Om,6702884564,LKO,2020-11-26,GF5151182640,VEH00471,,4.78,431,1,Verified,19.5,93.5,7.3
DRV00472,Chavvi Varma,2161785354,AMD,2024-10-06,HN5434468092,VEH00472,,4.65,1223,1,Verified,50.4,96.1,8.8
DRV00473,Forum Dube,8015559021,HYD,2020-08-24,XH1771763039,VEH00473,,4.76,761,1,Verified,61.1,91.1,14.6
DRV00474,Andrew Mohanty,4797648015,BLR,2023-06-22,FS6208240213,VEH00474,,4.38,1464,1,Rejected,50.3,77.1,8.3
DRV00475,Bina Mangal,6190368438,LKO,2026-05-04,WG7043191786,VEH00475,,5.0,347,1,Verified,44.0,84.6,14.7
DRV00476,Yashoda Sachdev,2974174370,MUM,2022-08-26,ZB1131600935,VEH00476,,3.97,524,1,Verified,80.0,70.4,4.3
DRV00477,Onveer Chakraborty,6380011914,CHN,2023-02-01,GO5219994716,VEH00477,,4.79,1341,1,Verified,74.4,93.1,11.4
DRV00478,Meera Kaul,5027334511,PUNE,2024-06-25,LP2502254426,VEH00478,,4.52,591,1,Verified,51.8,89.4,2.2
DRV00479,Victor Sachdeva,9336255348,KOL,2024-03-01,PC8319447201,VEH00479,,4.56,733,0,Verified,28.4,71.6,10.7
DRV00480,Samuel Deshmukh,5511428824,AMD,2026-01-24,MH7887847237,VEH00480,,3.92,782,1,Verified,45.8,79.5,1.6
DRV00481,Ubika Sharaf,7016736632,BLR,2022-09-20,XK0362640592,VEH00481,,4.67,1249,0,Verified,31.0,96.3,8.9
DRV00482,Anvi Sridhar,7281825784,LKO,2023-10-22,YL1559831086,VEH00482,,3.48,856,1,Verified,73.5,95.2,11.2
DRV00483,Watika Butala,8625413232,CHN,2024-03-26,EU7391515112,VEH00483,,4.11,782,0,Pending,63.9,75.5,9.7
DRV00484,Veda Vig,7489623172,CHN,2024-05-18,FG3498520818,VEH00484,,4.01,660,1,Verified,58.7,75.8,5.4
DRV00485,Nandini Dass,0490100186,MUM,2025-11-06,CV0373542133,VEH00485,,4.49,872,1,Pending,56.6,74.9,8.6
DRV00486,Zashil Dara,6626908616,BLR,2023-06-03,KV7039460382,VEH00486,,4.86,420,1,,25.9,89.7,0.3
DRV00487,Aarini Kamdar,5474691170,HYD,2023-08-02,ZG8099237347,VEH00487,USR001835,4.15,473,1,Verified,63.0,73.0,3.5
DRV00488,Xavier Edwin,2510838545,BLR,2020-12-17,WV0540327635,VEH00488,,4.68,452,0,Pending,55.8,73.2,8.0
DRV00489,Anvi Kaur,5803940876,BLR,2020-06-21,DL3005216034,VEH00489,,5.0,379,1,Pending,47.2,90.8,14.7
DRV00490,Amara Gade,7952898924,DEL,2022-10-18,TD1340584805,VEH00490,,4.04,346,1,Verified,63.9,91.6,7.9
DRV00491,Odika Ramaswamy,0082590036,LKO,2024-03-15,YJ7031292870,VEH00491,,4.59,461,1,Verified,63.6,78.5,2.0
DRV00492,Rehaan Patla,5240246912,LKO,2024-03-02,KM2399913705,VEH00492,,4.63,496,1,Verified,48.5,84.4,5.0
DRV00493,Gauri Kala,3996012111,DEL,2020-09-14,HJ4998253918,VEH00493,,4.47,710,1,Rejected,26.1,84.4,6.0
DRV00494,Pratyush Bhagat,3519788164,PUNE,2022-03-04,AM6949644439,VEH00494,USR002515,4.35,1040,0,Verified,42.1,93.2,11.4
DRV00495,Dhruv Majumdar,0951000355,MUM,2024-06-05,CL1381502413,VEH00495,,4.33,1166,1,Verified,58.3,71.9,13.0
DRV00496,Falguni Lata,7416228889,JAI,2022-02-19,UN5048447878,VEH00496,,4.2,1042,1,Verified,0.0,86.9,7.2
DRV00497,Yadavi Pandit,3168467823,CHN,2025-10-09,BM1686207698,VEH00497,,4.15,627,1,Verified,20.8,96.3,6.4
DRV00498,Vanya Bhat,5341121092,AMD,2023-07-15,QQ3805927020,VEH00498,,3.92,759,1,Verified,50.2,88.1,10.2
DRV00499,Mugdha Krishnan,3916511092,JAI,2025-10-01,IU7205433344,VEH00499,,4.01,452,0,Rejected,54.0,91.2,2.6
DRV00500,Bhavani Lad,8675281088,HYD,2024-11-28,ZC1318764268,VEH00500,,3.63,474,1,Verified,61.6,89.1,6.4
DRV00501,Jeet Aggarwal,4066612068,DEL,2026-07-05,TE6429816305,VEH00501,,3.95,122,1,Verified,40.5,93.6,3.4
DRV00502,Frado Saran,2324466867,PUNE,2022-02-02,FM0558107777,VEH00502,,4.19,510,1,Pending,26.6,75.5,3.4
DRV00503,Daniel Patla,8472982908,JAI,2020-09-27,FJ1756547717,VEH00503,,5.0,789,1,Verified,47.3,97.4,5.4
DRV00504,Amol Wadhwa,7028580560,HYD,2024-04-10,IN1284326533,VEH00504,,4.7,241,1,Verified,32.9,86.7,13.8
DRV00505,Qabil Wali,3336037237,DEL,2021-08-16,AN4663250517,VEH00505,,4.16,763,1,,23.1,96.2,3.8
DRV00506,Chandran More,6869580522,KOL,2024-05-07,FG2836561923,VEH00506,,4.65,300,0,Verified,59.8,85.0,5.4
DRV00507,Widisha Magar,0255441329,HYD,2020-10-04,CM4730732323,VEH00507,,4.09,1795,1,Verified,40.3,95.0,4.5
DRV00508,Anita Samra,0603889236,HYD,2024-01-27,IX4294357727,VEH00508,,4.25,998,1,Verified,35.9,96.6,12.0
DRV00509,Yochana Goel,3955476778,HYD,2022-03-04,QN8964583676,VEH00509,,4.83,364,1,Verified,66.1,74.7,7.9
DRV00510,Abeer Lad,5316969167,BLR,2023-10-13,RQ4543668834,VEH00510,,4.68,296,1,Verified,63.9,74.3,4.6
DRV00511,Sneha Dube,3067992624,BLR,2024-01-01,WV0982496541,VEH00511,,4.45,735,1,Verified,37.7,81.8,9.7
DRV00512,Aarini Menon,2694467698,HYD,2024-06-16,NT8294313185,VEH00512,,4.87,917,0,Verified,46.5,76.1,0.2
DRV00513,Arjun More,3180415537,BLR,2023-10-02,BM9795254017,VEH00513,,4.89,1377,1,Verified,27.5,72.4,11.2
DRV00514,Riya Hayer,1838043231,BLR,2023-10-23,JV2718297268,VEH00514,,4.67,264,1,Verified,63.0,73.0,11.2
DRV00515,Ojas Sundaram,0451782257,KOL,2021-06-05,MK9835115305,VEH00515,,4.04,846,1,Verified,23.2,85.2,11.2
DRV00516,Hritik Tella,0963342197,PUNE,2020-10-13,YG5835328928,VEH00516,,4.38,1943,1,Verified,50.0,93.8,8.3
DRV00517,Nicholas Raj,4413845960,JAI,2023-01-05,ZB1211355673,VEH00517,USR000553,4.4,1595,1,Verified,57.2,93.6,3.1
DRV00518,Darika Vora,0092449287,MUM,2021-08-26,VU2946643064,VEH00518,USR001297,3.9,907,0,Verified,49.9,93.0,3.8
DRV00519,Frado Sastry,8966827646,BLR,2022-12-05,FE0696475392,VEH00519,,3.69,365,1,Verified,49.5,93.8,4.6
DRV00520,Triveni Sharaf,7740051512,MUM,2026-05-11,OZ9233841075,VEH00520,,4.09,558,1,Pending,56.8,76.0,0.3
DRV00521,Udarsh Shukla,5882700019,HYD,2022-12-05,HP3769184477,VEH00521,,4.31,466,1,Verified,44.7,95.7,8.5
DRV00522,Dayita Varty,7035979359,MUM,2020-11-24,GM9756557246,VEH00522,,4.4,614,1,Verified,39.2,80.7,11.5
DRV00523,Yuvraj Badal,0162824969,CHN,2020-07-14,OF0482655013,VEH00523,,4.45,969,1,Verified,42.3,85.5,13.8
DRV00524,Gauri Dhar,4352556673,PUNE,2025-01-06,MN5437065407,VEH00524,,4.84,1674,1,Verified,38.7,91.9,5.8
DRV00525,Mugdha Karan,5864148107,PUNE,2026-06-21,WK2942388684,VEH00525,,4.51,506,1,Verified,15.2,76.6,14.1
DRV00526,Unnati Bora,0618325833,KOL,2022-01-07,NW7850851137,VEH00526,,4.84,284,1,Verified,52.6,83.1,14.4
DRV00527,Chandran Vora,6385266863,CHN,2024-08-23,HR8774003947,VEH00527,,4.16,1321,1,Verified,73.6,77.3,12.5
DRV00528,Elijah Sahota,9925621385,LKO,2020-10-16,PJ2604486057,VEH00528,,4.38,595,1,Verified,17.1,70.5,6.1
DRV00529,Utkarsh Mukhopadhyay,8375439554,AMD,2023-12-15,HS9910411872,VEH00529,,4.53,301,1,Verified,45.4,70.3,4.5
DRV00530,Jatin Saxena,8300718391,AMD,2026-02-19,DK3606986574,VEH00530,,4.83,261,1,Verified,40.9,93.8,6.5
DRV00531,Nisha Vohra,2145028821,KOL,2024-05-25,IZ0323451000,VEH00531,,4.23,830,1,Verified,42.7,94.5,9.1
DRV00532,Ijaya Sinha,0868109624,PUNE,2021-03-22,HF7389750342,VEH00532,,4.4,630,1,Verified,25.5,96.9,2.5
DRV00533,Alexander Borah,6883483840,CHN,2023-05-11,XB6951799689,VEH00533,,4.74,349,1,Verified,75.8,73.9,12.9
DRV00534,Sanaya Balakrishnan,9074144948,AMD,2022-11-24,KS1397054826,VEH00534,,4.47,633,1,Verified,39.7,85.8,9.5
DRV00535,Pooja Gupta,9867152899,HYD,2026-05-01,ON6520797644,VEH00535,,4.53,403,1,Verified,44.4,82.9,5.4
DRV00536,Jason Pillai,5813350828,AMD,2022-05-29,AM4707748811,VEH00536,,4.44,1307,1,Pending,27.2,85.9,14.0
DRV00537,Upkaar Kata,4753542625,DEL,2024-01-10,CW3180415824,VEH00537,,4.76,651,1,Verified,50.7,78.2,2.4
DRV00538,Ubika Anand,5299255431,BLR,2023-03-28,SQ0405038825,VEH00538,,3.74,1717,1,Verified,38.1,80.0,0.6
DRV00539,Vanya Bhalla,2239258568,CHN,2025-06-29,VC1171157282,VEH00539,,4.44,394,1,Verified,39.6,90.3,7.3
DRV00540,Vedhika Sampath,4540136410,MUM,2025-06-15,ME9933522070,VEH00540,,4.73,773,1,Verified,80.0,96.4,14.5
DRV00541,Girish Khurana,0851612138,DEL,2021-11-17,JA4255885871,VEH00541,,4.17,113,1,Verified,46.1,72.9,4.1
DRV00542,Aadhya Mody,7186480771,PUNE,2024-09-09,ZK5688985748,VEH00542,,4.35,335,1,Verified,68.4,98.0,2.3
DRV00543,Chanakya Dixit,2023385705,LKO,2022-06-01,LV2140477067,VEH00543,,3.73,1064,1,Pending,34.7,90.9,2.4
DRV00544,Devansh Badal,3370629651,CHN,2025-04-30,MH8558682216,VEH00544,,4.63,773,0,Pending,32.6,71.2,14.7
DRV00545,Alexander Mukherjee,8862062678,KOL,2023-09-03,VS0208127631,VEH00545,,4.15,262,1,Verified,21.4,92.1,11.3
DRV00546,Manthan Bhagat,6720705893,PUNE,2020-11-19,FJ7947406735,VEH00546,,4.51,656,1,Verified,52.3,74.7,4.0
DRV00547,Divya Gill,1811153556,CHN,2024-05-14,GV5327327492,VEH00547,,4.3,146,1,Verified,67.4,85.8,12.6
DRV00548,Isha Murty,2513698063,LKO,2024-08-04,LX5724763525,VEH00548,,4.27,613,0,Pending,29.1,70.6,7.9
DRV00549,Yashvi Krishnan,0868374746,AMD,2024-09-02,EV0935846031,VEH00549,,4.8,291,1,Pending,37.5,73.0,1.0
DRV00550,Shaurya Gokhale,5643189630,DEL,2021-08-16,MK9128428447,VEH00550,,4.46,848,1,Verified,42.1,80.9,0.2
DRV00551,Vrinda Loyal,0696942048,KOL,2025-09-22,VT4608424187,VEH00551,,5.0,930,1,Verified,30.4,73.9,8.5
DRV00552,Urmi Puri,3711973144,DEL,2023-01-08,YN6798001133,VEH00552,,4.14,515,1,Verified,30.8,98.9,5.3
DRV00553,Janani Gaba,7118094785,JAI,2024-02-13,ZM8590138818,VEH00553,,4.38,278,1,Verified,24.2,91.6,3.5
DRV00554,Idika Toor,3293313102,MUM,2020-08-03,AF8112009090,VEH00554,,4.94,943,0,Verified,60.6,80.0,10.9
DRV00555,Farhan Batta,2910520238,DEL,2022-08-28,ET4720816966,VEH00555,,4.5,1353,1,Verified,36.6,72.4,0.0
DRV00556,Wriddhish Bains,6217772200,KOL,2021-12-27,GO2291494103,VEH00556,,3.77,1031,1,Pending,36.4,74.6,6.4
DRV00557,Nisha Thakkar,3291601969,PUNE,2022-07-20,DX7833096798,VEH00557,,4.9,697,1,,57.2,72.8,7.8
DRV00558,Tanveer Swaminathan,3672249415,CHN,2026-03-31,LO5817936072,VEH00558,,4.41,166,1,Verified,26.1,96.0,10.6
DRV00559,Dalbir Mitra,5609206569,JAI,2024-11-04,OZ6579377642,VEH00559,,4.38,507,1,Verified,51.6,93.3,8.0
DRV00560,Chanchal Pandit,5226307774,KOL,2025-04-22,UD7634129685,VEH00560,,4.14,234,1,Verified,33.1,87.6,0.5
DRV00561,Falak Rajagopal,7764839386,PUNE,2025-08-15,NX1380427472,VEH00561,USR002199,4.8,656,1,Verified,21.5,96.2,3.7
DRV00562,Robert Chanda,4982956430,PUNE,2022-08-30,BQ9449098836,VEH00562,,5.0,1337,1,Verified,36.0,90.5,6.8
DRV00563,Abhimanyu Shah,9740271074,DEL,2026-05-24,HZ2823295792,VEH00563,,4.15,314,0,Verified,48.9,88.9,6.2
DRV00564,Oliver Dhingra,2320018676,AMD,2023-09-08,GL6208042317,VEH00564,USR000900,4.67,634,1,Rejected,39.8,92.9,9.7
DRV00565,Reyansh Char,4273951025,KOL,2025-05-28,AR6340431668,VEH00565,,4.31,179,1,Verified,58.7,83.1,11.9
DRV00566,Sai Sethi,3476020409,MUM,2020-12-18,LI3864555266,VEH00566,,4.39,3372,0,Verified,44.7,88.0,0.5
DRV00567,Robert Anand,4006566977,DEL,2022-04-04,BU7538970923,VEH00567,,4.19,359,1,Verified,42.6,96.1,7.2
DRV00568,Megha Pau,9392335933,HYD,2026-05-30,QA2643860554,VEH00568,,4.26,904,1,Pending,30.4,77.2,11.2
DRV00569,Aachal Soni,1706320172,MUM,2025-08-21,UT2504638009,VEH00569,,3.78,825,0,Rejected,55.4,98.9,12.8
DRV00570,Ayushman Sur,9734052079,CHN,2025-05-18,EK4053691989,VEH00570,,4.14,963,1,Verified,20.7,97.5,0.3
DRV00571,Neel Bhalla,6891006439,DEL,2022-03-18,AU0065862110,VEH00571,,4.44,600,1,Verified,39.8,96.2,12.9
DRV00572,Samaksh Babu,2464551994,PUNE,2022-02-21,SL8995317968,VEH00572,,4.39,207,1,Verified,34.4,79.9,13.0
DRV00573,Odika Wable,2077985581,HYD,2024-10-21,FS6017323848,VEH00573,,4.13,1109,1,Verified,62.9,93.3,12.8
DRV00574,Faris More,4644397924,JAI,2021-06-19,IV5517385501,VEH00574,,4.43,796,1,Verified,51.5,90.2,7.1
DRV00575,Rayaan Sachar,7724365017,KOL,2021-09-12,UB5359377597,VEH00575,,4.72,368,0,Verified,37.5,89.9,6.1
DRV00576,Xavier Wason,1439378494,JAI,2026-04-26,ZJ8776072944,VEH00576,,4.07,328,0,Verified,49.7,90.1,4.2
DRV00577,Udant Dutta,8856122562,MUM,2022-08-31,CJ9435959672,VEH00577,,3.32,880,1,Verified,34.2,88.2,11.3
DRV00578,Bachittar Patel,4813611299,MUM,2022-09-03,FR9725537042,VEH00578,,4.0,481,0,Pending,49.2,88.7,4.5
DRV00579,Yashodhara Sangha,0450054710,HYD,2023-10-12,QF2714986944,VEH00579,,3.94,1409,0,Rejected,17.4,93.6,4.6
DRV00580,Samarth Sheth,0769245927,BLR,2023-10-12,XW9830973250,VEH00580,,4.02,491,0,Verified,42.9,82.0,13.0
DRV00581,Tejas Mann,0096085256,PUNE,2022-06-03,OM7823696228,VEH00581,,4.51,325,0,Verified,33.4,80.6,2.2
DRV00582,Isaac Bhatt,4201744529,AMD,2021-06-27,CI2755529856,VEH00582,,4.4,710,1,Verified,7.9,94.4,8.5
DRV00583,Ekiya Yadav,3032585240,DEL,2020-10-17,DD0124321535,VEH00583,,4.01,900,0,Verified,24.3,72.3,1.0
DRV00584,Meera Hora,9781116635,KOL,2024-05-16,ZL9478782854,VEH00584,,4.4,322,0,Verified,66.8,90.0,6.7
DRV00585,Pranav Merchant,1047551027,MUM,2024-02-19,BJ5426384337,VEH00585,,4.52,820,0,Verified,61.4,91.5,10.0
DRV00586,Maya Sengupta,0027768939,CHN,2021-06-21,XJ4067468192,VEH00586,,4.16,362,0,Verified,68.7,94.0,13.7
DRV00587,Chakradev Basak,1536890526,JAI,2021-09-25,OT8836411184,VEH00587,,4.06,598,1,Verified,51.7,73.8,10.3
DRV00588,Jacob Kapur,2202123720,PUNE,2022-08-19,RK6963563084,VEH00588,USR001050,4.36,848,1,Rejected,26.0,92.5,2.5
DRV00589,Gaurika Dara,6466586514,JAI,2026-01-16,FA1080809346,VEH00589,,4.13,580,1,Verified,52.2,75.2,3.3
DRV00590,Anirudh Nanda,1100077831,LKO,2022-10-12,EN5038709949,VEH00590,USR002873,4.26,825,1,Verified,24.5,98.9,10.2
DRV00591,Mohini Mukhopadhyay,6384134652,CHN,2020-10-05,MF1456615944,VEH00591,,4.36,799,1,Verified,24.6,77.8,5.6
DRV00592,Upma Sinha,7931939875,MUM,2021-05-12,HZ0750072568,VEH00592,,4.35,769,1,Verified,56.6,79.0,4.3
DRV00593,Leela Atwal,0536623025,JAI,2021-02-10,VU1246841595,VEH00593,,3.66,329,1,Verified,38.5,77.0,14.0
DRV00594,Dayita Buch,0284203538,HYD,2022-05-17,SI7404934505,VEH00594,,4.42,1128,1,Verified,38.2,88.2,2.2
DRV00595,Suhani Chadha,1312487762,BLR,2020-07-15,AD6091225642,VEH00595,,4.19,332,1,Verified,33.1,83.4,7.2
DRV00596,Isaiah Roy,8536988164,BLR,2026-02-24,ZA1038712311,VEH00596,USR001003,4.61,676,1,Verified,29.9,82.4,2.7
